"SecondaryStratumID","Timestep","Amount","TransitionGroupID"
"Saint-Aimé",2,1.35,"Agricultural Loss [Type]"
"Saint-Aimé",1,1.17,"Deforestation [Type]"
"Saint-Aimé",2,0,"Deforestation [Type]"
"Saint-Alexandre",1,46.98,"Agricultural Expansion [Type]"
"Saint-Alexandre",2,1.62,"Agricultural Expansion [Type]"
"Saint-Alexandre",1,2.25,"Agricultural Loss [Type]"
"Saint-Alexandre",2,12.87,"Agricultural Loss [Type]"
"Saint-Alexandre",1,4.41,"Deforestation [Type]"
"Saint-Alexandre",2,4.68,"Deforestation [Type]"
"Saint-Alphonse-de-Granby",1,89.28,"Agricultural Expansion [Type]"
"Saint-Alphonse-de-Granby",2,5.13,"Agricultural Expansion [Type]"
"Saint-Alphonse-de-Granby",1,10.53,"Agricultural Loss [Type]"
"Saint-Alphonse-de-Granby",2,18.36,"Agricultural Loss [Type]"
"Saint-Alphonse-de-Granby",1,42.48,"Deforestation [Type]"
"Saint-Alphonse-de-Granby",2,162.27,"Deforestation [Type]"
"Saint-Amable",1,43.47,"Agricultural Expansion [Type]"
"Saint-Amable",2,1.62,"Agricultural Expansion [Type]"
"Saint-Amable",1,37.17,"Agricultural Loss [Type]"
"Saint-Amable",2,88.29,"Agricultural Loss [Type]"
"Saint-Amable",1,29.61,"Deforestation [Type]"
"Saint-Amable",2,10.89,"Deforestation [Type]"
"Saint-Anicet",1,155.25,"Agricultural Expansion [Type]"
"Saint-Anicet",2,8.1,"Agricultural Expansion [Type]"
"Saint-Anicet",1,23.76,"Agricultural Loss [Type]"
"Saint-Anicet",2,83.79,"Agricultural Loss [Type]"
"Saint-Anicet",1,12.6,"Deforestation [Type]"
"Saint-Anicet",2,60.3,"Deforestation [Type]"
"Saint-Antoine-sur-Richelieu",1,56.79,"Agricultural Expansion [Type]"
"Saint-Antoine-sur-Richelieu",2,0.9,"Agricultural Expansion [Type]"
"Saint-Antoine-sur-Richelieu",1,1.26,"Agricultural Loss [Type]"
"Saint-Antoine-sur-Richelieu",2,19.17,"Agricultural Loss [Type]"
"Saint-Antoine-sur-Richelieu",1,0.72,"Deforestation [Type]"
"Saint-Antoine-sur-Richelieu",2,0.36,"Deforestation [Type]"
"Saint-Armand",1,60.48,"Agricultural Expansion [Type]"
"Saint-Armand",2,7.29,"Agricultural Expansion [Type]"
"Saint-Armand",1,15.57,"Agricultural Loss [Type]"
"Saint-Armand",2,16.38,"Agricultural Loss [Type]"
"Saint-Armand",1,9.72,"Deforestation [Type]"
"Saint-Armand",2,39.42,"Deforestation [Type]"
"Saint-Barnabé-Sud",1,39.24,"Agricultural Expansion [Type]"
"Saint-Barnabé-Sud",2,0.36,"Agricultural Expansion [Type]"
"Saint-Barnabé-Sud",1,0.27,"Agricultural Loss [Type]"
"Saint-Barnabé-Sud",2,2.34,"Agricultural Loss [Type]"
"Saint-Barnabé-Sud",1,0.09,"Deforestation [Type]"
"Saint-Barnabé-Sud",2,0.18,"Deforestation [Type]"
"Saint-Basile-le-Grand",1,23.04,"Agricultural Expansion [Type]"
"Saint-Basile-le-Grand",2,0.54,"Agricultural Expansion [Type]"
"Saint-Basile-le-Grand",1,67.59,"Agricultural Loss [Type]"
"Saint-Basile-le-Grand",2,109.8,"Agricultural Loss [Type]"
"Saint-Basile-le-Grand",1,11.16,"Deforestation [Type]"
"Saint-Basile-le-Grand",2,3.6,"Deforestation [Type]"
"Saint-Bernard-de-Lacolle",1,25.74,"Agricultural Expansion [Type]"
"Saint-Bernard-de-Lacolle",2,4.68,"Agricultural Expansion [Type]"
"Saint-Bernard-de-Lacolle",1,26.55,"Agricultural Loss [Type]"
"Saint-Bernard-de-Lacolle",2,34.47,"Agricultural Loss [Type]"
"Saint-Bernard-de-Lacolle",1,5.67,"Deforestation [Type]"
"Saint-Bernard-de-Lacolle",2,18.9,"Deforestation [Type]"
"Saint-Bernard-de-Michaudville",1,70.65,"Agricultural Expansion [Type]"
"Saint-Bernard-de-Michaudville",2,1.71,"Agricultural Expansion [Type]"
"Saint-Bernard-de-Michaudville",1,2.61,"Agricultural Loss [Type]"
"Saint-Bernard-de-Michaudville",2,2.97,"Agricultural Loss [Type]"
"Saint-Bernard-de-Michaudville",1,0.09,"Deforestation [Type]"
"Saint-Bernard-de-Michaudville",2,0.09,"Deforestation [Type]"
"Saint-Blaise-sur-Richelieu",1,1.98,"Agricultural Expansion [Type]"
"Saint-Blaise-sur-Richelieu",2,0.18,"Agricultural Expansion [Type]"
"Saint-Blaise-sur-Richelieu",1,25.83,"Agricultural Loss [Type]"
"Saint-Blaise-sur-Richelieu",2,35.1,"Agricultural Loss [Type]"
"Saint-Blaise-sur-Richelieu",1,1.35,"Deforestation [Type]"
"Saint-Blaise-sur-Richelieu",2,10.17,"Deforestation [Type]"
"Saint-Bruno-de-Montarville",1,44.1,"Agricultural Expansion [Type]"
"Saint-Bruno-de-Montarville",2,1.98,"Agricultural Expansion [Type]"
"Saint-Bruno-de-Montarville",1,104.76,"Agricultural Loss [Type]"
"Saint-Bruno-de-Montarville",2,130.05,"Agricultural Loss [Type]"
"Saint-Bruno-de-Montarville",1,96.03,"Deforestation [Type]"
"Saint-Bruno-de-Montarville",2,61.38,"Deforestation [Type]"
"Saint-Césaire",1,96.3,"Agricultural Expansion [Type]"
"Saint-Césaire",2,0.99,"Agricultural Expansion [Type]"
"Saint-Césaire",1,4.95,"Agricultural Loss [Type]"
"Saint-Césaire",2,49.05,"Agricultural Loss [Type]"
"Saint-Césaire",1,2.79,"Deforestation [Type]"
"Saint-Césaire",2,2.61,"Deforestation [Type]"
"Saint-Charles-sur-Richelieu",1,64.8,"Agricultural Expansion [Type]"
"Saint-Charles-sur-Richelieu",2,1.71,"Agricultural Expansion [Type]"
"Saint-Charles-sur-Richelieu",1,2.25,"Agricultural Loss [Type]"
"Saint-Charles-sur-Richelieu",2,6.48,"Agricultural Loss [Type]"
"Saint-Charles-sur-Richelieu",1,1.17,"Deforestation [Type]"
"Saint-Charles-sur-Richelieu",2,0.36,"Deforestation [Type]"
"Saint-Chrysostome",1,243.81,"Agricultural Expansion [Type]"
"Saint-Chrysostome",2,13.59,"Agricultural Expansion [Type]"
"Saint-Chrysostome",1,8.37,"Agricultural Loss [Type]"
"Saint-Chrysostome",2,17.73,"Agricultural Loss [Type]"
"Saint-Chrysostome",1,7.11,"Deforestation [Type]"
"Saint-Chrysostome",2,12.96,"Deforestation [Type]"
"Saint-Clet",1,14.58,"Agricultural Expansion [Type]"
"Saint-Clet",2,1.17,"Agricultural Expansion [Type]"
"Saint-Clet",1,13.95,"Agricultural Loss [Type]"
"Saint-Clet",2,24.39,"Agricultural Loss [Type]"
"Saint-Clet",1,0.63,"Deforestation [Type]"
"Saint-Clet",2,0.09,"Deforestation [Type]"
"Saint-Constant",1,33.12,"Agricultural Expansion [Type]"
"Saint-Constant",2,0.99,"Agricultural Expansion [Type]"
"Saint-Constant",1,22.68,"Agricultural Loss [Type]"
"Saint-Constant",2,86.04,"Agricultural Loss [Type]"
"Saint-Constant",1,15.75,"Deforestation [Type]"
"Saint-Constant",2,11.52,"Deforestation [Type]"
"Saint-Cyprien-de-Napierville",1,9.27,"Agricultural Expansion [Type]"
"Saint-Cyprien-de-Napierville",2,1.35,"Agricultural Expansion [Type]"
"Saint-Cyprien-de-Napierville",1,14.76,"Agricultural Loss [Type]"
"Saint-Cyprien-de-Napierville",2,25.83,"Agricultural Loss [Type]"
"Saint-Cyprien-de-Napierville",1,0.45,"Deforestation [Type]"
"Saint-Cyprien-de-Napierville",2,3.15,"Deforestation [Type]"
"Saint-Damase",1,57.87,"Agricultural Expansion [Type]"
"Saint-Damase",2,0.27,"Agricultural Expansion [Type]"
"Saint-Damase",1,4.14,"Agricultural Loss [Type]"
"Saint-Damase",2,6.21,"Agricultural Loss [Type]"
"Saint-Damase",1,0.18,"Deforestation [Type]"
"Saint-Damase",2,0.18,"Deforestation [Type]"
"Saint-David",1,97.02,"Agricultural Expansion [Type]"
"Saint-David",2,5.49,"Agricultural Expansion [Type]"
"Saint-David",1,0.9,"Agricultural Loss [Type]"
"Saint-David",2,5.31,"Agricultural Loss [Type]"
"Saint-David",1,2.25,"Deforestation [Type]"
"Saint-David",2,2.25,"Deforestation [Type]"
"Saint-Denis-sur-Richelieu",1,61.02,"Agricultural Expansion [Type]"
"Saint-Denis-sur-Richelieu",2,1.17,"Agricultural Expansion [Type]"
"Saint-Denis-sur-Richelieu",1,0.81,"Agricultural Loss [Type]"
"Saint-Denis-sur-Richelieu",2,20.61,"Agricultural Loss [Type]"
"Saint-Denis-sur-Richelieu",1,0.54,"Deforestation [Type]"
"Saint-Denis-sur-Richelieu",2,0.09,"Deforestation [Type]"
"Saint-Dominique",1,145.98,"Agricultural Expansion [Type]"
"Saint-Dominique",2,2.43,"Agricultural Expansion [Type]"
"Saint-Dominique",1,14.4,"Agricultural Loss [Type]"
"Saint-Dominique",2,18.72,"Agricultural Loss [Type]"
"Saint-Dominique",1,3.69,"Deforestation [Type]"
"Saint-Dominique",2,0.27,"Deforestation [Type]"
"Saint-Édouard",1,105.3,"Agricultural Expansion [Type]"
"Saint-Édouard",2,6.93,"Agricultural Expansion [Type]"
"Saint-Édouard",1,6.48,"Agricultural Loss [Type]"
"Saint-Édouard",2,19.53,"Agricultural Loss [Type]"
"Saint-Édouard",1,1.08,"Deforestation [Type]"
"Saint-Édouard",2,0,"Deforestation [Type]"
"Saint-Étienne-de-Beauharnois",1,44.91,"Agricultural Expansion [Type]"
"Saint-Étienne-de-Beauharnois",2,0.18,"Agricultural Expansion [Type]"
"Saint-Étienne-de-Beauharnois",1,3.15,"Agricultural Loss [Type]"
"Saint-Étienne-de-Beauharnois",2,12.69,"Agricultural Loss [Type]"
"Saint-Étienne-de-Beauharnois",1,6.75,"Deforestation [Type]"
"Saint-Étienne-de-Beauharnois",2,0,"Deforestation [Type]"
"Saint-Georges-de-Clarenceville",1,15.66,"Agricultural Expansion [Type]"
"Saint-Georges-de-Clarenceville",2,0.81,"Agricultural Expansion [Type]"
"Saint-Georges-de-Clarenceville",1,17.28,"Agricultural Loss [Type]"
"Saint-Georges-de-Clarenceville",2,57.15,"Agricultural Loss [Type]"
"Saint-Georges-de-Clarenceville",1,10.89,"Deforestation [Type]"
"Saint-Georges-de-Clarenceville",2,30.51,"Deforestation [Type]"
"Saint-Gérard-Majella",1,34.74,"Agricultural Expansion [Type]"
"Saint-Gérard-Majella",2,1.08,"Agricultural Expansion [Type]"
"Saint-Gérard-Majella",1,0.63,"Agricultural Loss [Type]"
"Saint-Gérard-Majella",2,11.25,"Agricultural Loss [Type]"
"Saint-Gérard-Majella",1,0.09,"Deforestation [Type]"
"Saint-Gérard-Majella",2,0,"Deforestation [Type]"
"Saint-Hugues",1,61.56,"Agricultural Expansion [Type]"
"Saint-Hugues",2,0.81,"Agricultural Expansion [Type]"
"Saint-Hugues",1,9.81,"Agricultural Loss [Type]"
"Saint-Hugues",2,26.1,"Agricultural Loss [Type]"
"Saint-Hugues",1,2.79,"Deforestation [Type]"
"Saint-Hugues",2,3.87,"Deforestation [Type]"
"Saint-Hyacinthe",1,143.64,"Agricultural Expansion [Type]"
"Saint-Hyacinthe",2,2.88,"Agricultural Expansion [Type]"
"Saint-Hyacinthe",1,145.8,"Agricultural Loss [Type]"
"Saint-Hyacinthe",2,249.93,"Agricultural Loss [Type]"
"Saint-Hyacinthe",1,31.23,"Deforestation [Type]"
"Saint-Hyacinthe",2,18.09,"Deforestation [Type]"
"Saint-Ignace-de-Stanbridge",1,90,"Agricultural Expansion [Type]"
"Saint-Ignace-de-Stanbridge",2,11.61,"Agricultural Expansion [Type]"
"Saint-Ignace-de-Stanbridge",1,17.01,"Agricultural Loss [Type]"
"Saint-Ignace-de-Stanbridge",2,2.25,"Agricultural Loss [Type]"
"Saint-Ignace-de-Stanbridge",1,13.32,"Deforestation [Type]"
"Saint-Ignace-de-Stanbridge",2,0.9,"Deforestation [Type]"
"Saint-Isidore",1,42.39,"Agricultural Expansion [Type]"
"Saint-Isidore",2,0.72,"Agricultural Expansion [Type]"
"Saint-Isidore",1,21.06,"Agricultural Loss [Type]"
"Saint-Isidore",2,11.07,"Agricultural Loss [Type]"
"Saint-Isidore",1,0.54,"Deforestation [Type]"
"Saint-Isidore",2,0,"Deforestation [Type]"
"Saint-Jacques-le-Mineur",1,16.65,"Agricultural Expansion [Type]"
"Saint-Jacques-le-Mineur",2,1.44,"Agricultural Expansion [Type]"
"Saint-Jacques-le-Mineur",1,19.53,"Agricultural Loss [Type]"
"Saint-Jacques-le-Mineur",2,19.53,"Agricultural Loss [Type]"
"Saint-Jacques-le-Mineur",1,1.62,"Deforestation [Type]"
"Saint-Jacques-le-Mineur",2,0.18,"Deforestation [Type]"
"Saint-Jean-Baptiste",1,56.97,"Agricultural Expansion [Type]"
"Saint-Jean-Baptiste",2,1.8,"Agricultural Expansion [Type]"
"Saint-Jean-Baptiste",1,14.58,"Agricultural Loss [Type]"
"Saint-Jean-Baptiste",2,21.69,"Agricultural Loss [Type]"
"Saint-Jean-Baptiste",1,6.3,"Deforestation [Type]"
"Saint-Jean-Baptiste",2,0.81,"Deforestation [Type]"
"Saint-Jean-sur-Richelieu",1,201.6,"Agricultural Expansion [Type]"
"Saint-Jean-sur-Richelieu",2,1.89,"Agricultural Expansion [Type]"
"Saint-Jean-sur-Richelieu",1,213.12,"Agricultural Loss [Type]"
"Saint-Jean-sur-Richelieu",2,463.59,"Agricultural Loss [Type]"
"Saint-Jean-sur-Richelieu",1,90.81,"Deforestation [Type]"
"Saint-Jean-sur-Richelieu",2,92.61,"Deforestation [Type]"
"Saint-Joachim-de-Shefford",1,358.02,"Agricultural Expansion [Type]"
"Saint-Joachim-de-Shefford",2,21.15,"Agricultural Expansion [Type]"
"Saint-Joachim-de-Shefford",1,12.6,"Agricultural Loss [Type]"
"Saint-Joachim-de-Shefford",2,1.17,"Agricultural Loss [Type]"
"Saint-Joachim-de-Shefford",1,30.51,"Deforestation [Type]"
"Saint-Joachim-de-Shefford",2,15.48,"Deforestation [Type]"
"Saint-Joseph-de-Sorel",1,0,"Agricultural Expansion [Type]"
"Saint-Joseph-de-Sorel",2,0,"Agricultural Expansion [Type]"
"Saint-Joseph-de-Sorel",1,0,"Agricultural Loss [Type]"
"Saint-Joseph-de-Sorel",2,0,"Agricultural Loss [Type]"
"Saint-Joseph-de-Sorel",1,0.18,"Deforestation [Type]"
"Saint-Joseph-de-Sorel",2,0.09,"Deforestation [Type]"
"Saint-Jude",1,83.97,"Agricultural Expansion [Type]"
"Saint-Jude",2,4.05,"Agricultural Expansion [Type]"
"Saint-Jude",1,1.8,"Agricultural Loss [Type]"
"Saint-Jude",2,3.42,"Agricultural Loss [Type]"
"Saint-Jude",1,4.5,"Deforestation [Type]"
"Saint-Jude",2,0.45,"Deforestation [Type]"
"Saint-Lambert",1,0,"Agricultural Expansion [Type]"
"Saint-Lambert",2,0,"Agricultural Expansion [Type]"
"Saint-Lambert",1,0,"Agricultural Loss [Type]"
"Saint-Lambert",2,0,"Agricultural Loss [Type]"
"Saint-Lambert",1,0,"Deforestation [Type]"
"Saint-Lambert",2,0.09,"Deforestation [Type]"
"Saint-Lazare",1,10.53,"Agricultural Expansion [Type]"
"Saint-Lazare",2,1.08,"Agricultural Expansion [Type]"
"Saint-Lazare",1,54.18,"Agricultural Loss [Type]"
"Saint-Lazare",2,100.17,"Agricultural Loss [Type]"
"Saint-Lazare",1,103.23,"Deforestation [Type]"
"Saint-Lazare",2,431.1,"Deforestation [Type]"
"Saint-Liboire",1,88.92,"Agricultural Expansion [Type]"
"Saint-Liboire",2,4.32,"Agricultural Expansion [Type]"
"Saint-Liboire",1,22.86,"Agricultural Loss [Type]"
"Saint-Liboire",2,19.35,"Agricultural Loss [Type]"
"Saint-Liboire",1,15.21,"Deforestation [Type]"
"Saint-Liboire",2,4.77,"Deforestation [Type]"
"Saint-Louis",1,64.08,"Agricultural Expansion [Type]"
"Saint-Louis",2,2.7,"Agricultural Expansion [Type]"
"Saint-Louis",1,4.95,"Agricultural Loss [Type]"
"Saint-Louis",2,14.67,"Agricultural Loss [Type]"
"Saint-Louis",1,2.34,"Deforestation [Type]"
"Saint-Louis",2,1.8,"Deforestation [Type]"
"Saint-Louis-de-Gonzague",1,69.66,"Agricultural Expansion [Type]"
"Saint-Louis-de-Gonzague",2,1.08,"Agricultural Expansion [Type]"
"Saint-Louis-de-Gonzague",1,27,"Agricultural Loss [Type]"
"Saint-Louis-de-Gonzague",2,18,"Agricultural Loss [Type]"
"Saint-Louis-de-Gonzague",1,27.54,"Deforestation [Type]"
"Saint-Louis-de-Gonzague",2,2.16,"Deforestation [Type]"
"Saint-Marc-sur-Richelieu",1,38.34,"Agricultural Expansion [Type]"
"Saint-Marc-sur-Richelieu",2,0.09,"Agricultural Expansion [Type]"
"Saint-Marc-sur-Richelieu",1,4.77,"Agricultural Loss [Type]"
"Saint-Marc-sur-Richelieu",2,17.37,"Agricultural Loss [Type]"
"Saint-Marc-sur-Richelieu",1,0.9,"Deforestation [Type]"
"Saint-Marc-sur-Richelieu",2,2.79,"Deforestation [Type]"
"Saint-Marcel-de-Richelieu",1,51.93,"Agricultural Expansion [Type]"
"Saint-Marcel-de-Richelieu",2,0.81,"Agricultural Expansion [Type]"
"Saint-Marcel-de-Richelieu",1,6.3,"Agricultural Loss [Type]"
"Saint-Marcel-de-Richelieu",2,6.57,"Agricultural Loss [Type]"
"Saint-Marcel-de-Richelieu",1,3.69,"Deforestation [Type]"
"Saint-Marcel-de-Richelieu",2,0,"Deforestation [Type]"
"Saint-Mathias-sur-Richelieu",1,83.34,"Agricultural Expansion [Type]"
"Saint-Mathias-sur-Richelieu",2,1.17,"Agricultural Expansion [Type]"
"Saint-Mathias-sur-Richelieu",1,3.78,"Agricultural Loss [Type]"
"Saint-Mathias-sur-Richelieu",2,37.08,"Agricultural Loss [Type]"
"Saint-Mathias-sur-Richelieu",1,5.94,"Deforestation [Type]"
"Saint-Mathias-sur-Richelieu",2,0.45,"Deforestation [Type]"
"Saint-Mathieu",1,12.51,"Agricultural Expansion [Type]"
"Saint-Mathieu",2,0.09,"Agricultural Expansion [Type]"
"Saint-Mathieu",1,10.17,"Agricultural Loss [Type]"
"Saint-Mathieu",2,25.38,"Agricultural Loss [Type]"
"Saint-Mathieu",1,2.97,"Deforestation [Type]"
"Saint-Mathieu",2,0.72,"Deforestation [Type]"
"Saint-Mathieu-de-Beloeil",1,11.79,"Agricultural Expansion [Type]"
"Saint-Mathieu-de-Beloeil",2,0.09,"Agricultural Expansion [Type]"
"Saint-Mathieu-de-Beloeil",1,55.71,"Agricultural Loss [Type]"
"Saint-Mathieu-de-Beloeil",2,49.77,"Agricultural Loss [Type]"
"Saint-Mathieu-de-Beloeil",1,12.51,"Deforestation [Type]"
"Saint-Mathieu-de-Beloeil",2,0.09,"Deforestation [Type]"
"Saint-Michel",1,82.08,"Agricultural Expansion [Type]"
"Saint-Michel",2,5.13,"Agricultural Expansion [Type]"
"Saint-Michel",1,6.21,"Agricultural Loss [Type]"
"Saint-Michel",2,16.2,"Agricultural Loss [Type]"
"Saint-Michel",1,5.22,"Deforestation [Type]"
"Saint-Michel",2,10.08,"Deforestation [Type]"
"Saint-Nazaire-d'Acton",1,56.52,"Agricultural Expansion [Type]"
"Saint-Nazaire-d'Acton",2,5.67,"Agricultural Expansion [Type]"
"Saint-Nazaire-d'Acton",1,7.11,"Agricultural Loss [Type]"
"Saint-Nazaire-d'Acton",2,9.36,"Agricultural Loss [Type]"
"Saint-Nazaire-d'Acton",1,0.99,"Deforestation [Type]"
"Saint-Nazaire-d'Acton",2,0,"Deforestation [Type]"
"Saint-Ours",1,55.53,"Agricultural Expansion [Type]"
"Saint-Ours",2,2.34,"Agricultural Expansion [Type]"
"Saint-Ours",1,11.61,"Agricultural Loss [Type]"
"Saint-Ours",2,20.25,"Agricultural Loss [Type]"
"Saint-Ours",1,4.05,"Deforestation [Type]"
"Saint-Ours",2,0,"Deforestation [Type]"
"Saint-Patrice-de-Sherrington",1,160.65,"Agricultural Expansion [Type]"
"Saint-Patrice-de-Sherrington",2,13.86,"Agricultural Expansion [Type]"
"Saint-Patrice-de-Sherrington",1,6.39,"Agricultural Loss [Type]"
"Saint-Patrice-de-Sherrington",2,18.27,"Agricultural Loss [Type]"
"Saint-Patrice-de-Sherrington",1,1.35,"Deforestation [Type]"
"Saint-Patrice-de-Sherrington",2,0.27,"Deforestation [Type]"
"Saint-Paul-d'Abbotsford",1,153.72,"Agricultural Expansion [Type]"
"Saint-Paul-d'Abbotsford",2,10.08,"Agricultural Expansion [Type]"
"Saint-Paul-d'Abbotsford",1,11.79,"Agricultural Loss [Type]"
"Saint-Paul-d'Abbotsford",2,12.69,"Agricultural Loss [Type]"
"Saint-Paul-d'Abbotsford",1,12.51,"Deforestation [Type]"
"Saint-Paul-d'Abbotsford",2,2.88,"Deforestation [Type]"
"Saint-Paul-de-l'Île-aux-Noix",1,0.18,"Agricultural Expansion [Type]"
"Saint-Paul-de-l'Île-aux-Noix",2,0,"Agricultural Expansion [Type]"
"Saint-Paul-de-l'Île-aux-Noix",1,22.68,"Agricultural Loss [Type]"
"Saint-Paul-de-l'Île-aux-Noix",2,28.17,"Agricultural Loss [Type]"
"Saint-Paul-de-l'Île-aux-Noix",1,3.69,"Deforestation [Type]"
"Saint-Paul-de-l'Île-aux-Noix",2,6.75,"Deforestation [Type]"
"Saint-Philippe",1,28.17,"Agricultural Expansion [Type]"
"Saint-Philippe",2,0.63,"Agricultural Expansion [Type]"
"Saint-Philippe",1,18.45,"Agricultural Loss [Type]"
"Saint-Philippe",2,68.76,"Agricultural Loss [Type]"
"Saint-Philippe",1,3.51,"Deforestation [Type]"
"Saint-Philippe",2,3.96,"Deforestation [Type]"
"Saint-Pie",1,125.46,"Agricultural Expansion [Type]"
"Saint-Pie",2,2.43,"Agricultural Expansion [Type]"
"Saint-Pie",1,26.01,"Agricultural Loss [Type]"
"Saint-Pie",2,60.12,"Agricultural Loss [Type]"
"Saint-Pie",1,10.35,"Deforestation [Type]"
"Saint-Pie",2,10.08,"Deforestation [Type]"
"Saint-Polycarpe",1,18.36,"Agricultural Expansion [Type]"
"Saint-Polycarpe",2,0.54,"Agricultural Expansion [Type]"
"Saint-Polycarpe",1,16.56,"Agricultural Loss [Type]"
"Saint-Polycarpe",2,50.31,"Agricultural Loss [Type]"
"Saint-Polycarpe",1,1.26,"Deforestation [Type]"
"Saint-Polycarpe",2,1.62,"Deforestation [Type]"
"Saint-Rémi",1,107.73,"Agricultural Expansion [Type]"
"Saint-Rémi",2,7.02,"Agricultural Expansion [Type]"
"Saint-Rémi",1,14.76,"Agricultural Loss [Type]"
"Saint-Rémi",2,70.65,"Agricultural Loss [Type]"
"Saint-Rémi",1,4.95,"Deforestation [Type]"
"Saint-Rémi",2,0.36,"Deforestation [Type]"
"Saint-Robert",1,64.44,"Agricultural Expansion [Type]"
"Saint-Robert",2,4.14,"Agricultural Expansion [Type]"
"Saint-Robert",1,13.41,"Agricultural Loss [Type]"
"Saint-Robert",2,11.25,"Agricultural Loss [Type]"
"Saint-Robert",1,6.48,"Deforestation [Type]"
"Saint-Robert",2,1.08,"Deforestation [Type]"
"Saint-Roch-de-Richelieu",1,25.56,"Agricultural Expansion [Type]"
"Saint-Roch-de-Richelieu",2,2.88,"Agricultural Expansion [Type]"
"Saint-Roch-de-Richelieu",1,7.11,"Agricultural Loss [Type]"
"Saint-Roch-de-Richelieu",2,14.22,"Agricultural Loss [Type]"
"Saint-Roch-de-Richelieu",1,16.92,"Deforestation [Type]"
"Saint-Roch-de-Richelieu",2,17.19,"Deforestation [Type]"
"Saint-Sébastien",1,5.31,"Agricultural Expansion [Type]"
"Saint-Sébastien",2,0.72,"Agricultural Expansion [Type]"
"Saint-Sébastien",1,1.62,"Agricultural Loss [Type]"
"Saint-Sébastien",2,8.73,"Agricultural Loss [Type]"
"Saint-Sébastien",1,0,"Deforestation [Type]"
"Saint-Sébastien",2,0,"Deforestation [Type]"
"Saint-Simon",1,47.61,"Agricultural Expansion [Type]"
"Saint-Simon",2,1.08,"Agricultural Expansion [Type]"
"Saint-Simon",1,6.3,"Agricultural Loss [Type]"
"Saint-Simon",2,16.83,"Agricultural Loss [Type]"
"Saint-Simon",1,3.6,"Deforestation [Type]"
"Saint-Simon",2,0.09,"Deforestation [Type]"
"Saint-Stanislas-de-Kostka",1,101.25,"Agricultural Expansion [Type]"
"Saint-Stanislas-de-Kostka",2,2.25,"Agricultural Expansion [Type]"
"Saint-Stanislas-de-Kostka",1,34.92,"Agricultural Loss [Type]"
"Saint-Stanislas-de-Kostka",2,33.57,"Agricultural Loss [Type]"
"Saint-Stanislas-de-Kostka",1,8.37,"Deforestation [Type]"
"Saint-Stanislas-de-Kostka",2,26.46,"Deforestation [Type]"
"Saint-Télesphore",1,34.65,"Agricultural Expansion [Type]"
"Saint-Télesphore",2,1.44,"Agricultural Expansion [Type]"
"Saint-Télesphore",1,13.32,"Agricultural Loss [Type]"
"Saint-Télesphore",2,15.57,"Agricultural Loss [Type]"
"Saint-Télesphore",1,3.6,"Deforestation [Type]"
"Saint-Télesphore",2,5.49,"Deforestation [Type]"
"Saint-Théodore-d'Acton",1,95.31,"Agricultural Expansion [Type]"
"Saint-Théodore-d'Acton",2,5.94,"Agricultural Expansion [Type]"
"Saint-Théodore-d'Acton",1,17.28,"Agricultural Loss [Type]"
"Saint-Théodore-d'Acton",2,12.06,"Agricultural Loss [Type]"
"Saint-Théodore-d'Acton",1,13.32,"Deforestation [Type]"
"Saint-Théodore-d'Acton",2,9.09,"Deforestation [Type]"
"Saint-Urbain-Premier",1,87.57,"Agricultural Expansion [Type]"
"Saint-Urbain-Premier",2,2.34,"Agricultural Expansion [Type]"
"Saint-Urbain-Premier",1,4.05,"Agricultural Loss [Type]"
"Saint-Urbain-Premier",2,31.95,"Agricultural Loss [Type]"
"Saint-Urbain-Premier",1,1.35,"Deforestation [Type]"
"Saint-Urbain-Premier",2,0.36,"Deforestation [Type]"
"Saint-Valentin",1,1.08,"Agricultural Expansion [Type]"
"Saint-Valentin",2,0.27,"Agricultural Expansion [Type]"
"Saint-Valentin",1,0.18,"Agricultural Loss [Type]"
"Saint-Valentin",2,2.16,"Agricultural Loss [Type]"
"Saint-Valentin",1,0,"Deforestation [Type]"
"Saint-Valentin",2,0,"Deforestation [Type]"
"Saint-Valérien-de-Milton",1,110.07,"Agricultural Expansion [Type]"
"Saint-Valérien-de-Milton",2,3.15,"Agricultural Expansion [Type]"
"Saint-Valérien-de-Milton",1,10.35,"Agricultural Loss [Type]"
"Saint-Valérien-de-Milton",2,19.98,"Agricultural Loss [Type]"
"Saint-Valérien-de-Milton",1,6.57,"Deforestation [Type]"
"Saint-Valérien-de-Milton",2,1.8,"Deforestation [Type]"
"Saint-Zotique",1,10.53,"Agricultural Expansion [Type]"
"Saint-Zotique",2,0.27,"Agricultural Expansion [Type]"
"Saint-Zotique",1,17.55,"Agricultural Loss [Type]"
"Saint-Zotique",2,45.09,"Agricultural Loss [Type]"
"Saint-Zotique",1,26.19,"Deforestation [Type]"
"Saint-Zotique",2,40.77,"Deforestation [Type]"
"Sainte-Angèle-de-Monnoir",1,34.56,"Agricultural Expansion [Type]"
"Sainte-Angèle-de-Monnoir",2,0.45,"Agricultural Expansion [Type]"
"Sainte-Angèle-de-Monnoir",1,3.24,"Agricultural Loss [Type]"
"Sainte-Angèle-de-Monnoir",2,11.97,"Agricultural Loss [Type]"
"Sainte-Angèle-de-Monnoir",1,0.72,"Deforestation [Type]"
"Sainte-Angèle-de-Monnoir",2,0.45,"Deforestation [Type]"
