"SecondaryStratumID","TransitionGroupID","Timestep","Amount"
"Sainte-Victoire-de-Sorel","Agricultural Loss [Type]",1,20.52
"Sainte-Victoire-de-Sorel","Agricultural Loss [Type]",2,30.42
"Sainte-Victoire-de-Sorel","Deforestation [Type]",1,16.92
"Sainte-Victoire-de-Sorel","Deforestation [Type]",2,5.04
"Salaberry-de-Valleyfield","Agricultural Expansion [Type]",1,122.04
"Salaberry-de-Valleyfield","Agricultural Expansion [Type]",2,4.05
"Salaberry-de-Valleyfield","Agricultural Loss [Type]",1,149.4
"Salaberry-de-Valleyfield","Agricultural Loss [Type]",2,160.11
"Salaberry-de-Valleyfield","Deforestation [Type]",1,70.02
"Salaberry-de-Valleyfield","Deforestation [Type]",2,16.65
"Shefford","Agricultural Expansion [Type]",1,306.81
"Shefford","Agricultural Expansion [Type]",2,11.16
"Shefford","Agricultural Loss [Type]",1,41.67
"Shefford","Agricultural Loss [Type]",2,47.61
"Shefford","Deforestation [Type]",1,126.27
"Shefford","Deforestation [Type]",2,467.91
"Sorel-Tracy","Agricultural Expansion [Type]",1,36
"Sorel-Tracy","Agricultural Expansion [Type]",2,4.32
"Sorel-Tracy","Agricultural Loss [Type]",1,43.2
"Sorel-Tracy","Agricultural Loss [Type]",2,66.15
"Sorel-Tracy","Deforestation [Type]",1,228.51
"Sorel-Tracy","Deforestation [Type]",2,93.6
"Stanbridge East","Agricultural Expansion [Type]",1,12.15
"Stanbridge East","Agricultural Expansion [Type]",2,1.35
"Stanbridge East","Agricultural Loss [Type]",1,19.44
"Stanbridge East","Agricultural Loss [Type]",2,10.44
"Stanbridge East","Deforestation [Type]",1,8.82
"Stanbridge East","Deforestation [Type]",2,3.15
"Stanbridge Station","Agricultural Expansion [Type]",1,2.97
"Stanbridge Station","Agricultural Expansion [Type]",2,0.36
"Stanbridge Station","Agricultural Loss [Type]",1,8.91
"Stanbridge Station","Agricultural Loss [Type]",2,4.14
"Stanbridge Station","Deforestation [Type]",1,3.51
"Stanbridge Station","Deforestation [Type]",2,5.67
"Sutton","Agricultural Expansion [Type]",1,52.92
"Sutton","Agricultural Expansion [Type]",2,9.54
"Sutton","Agricultural Loss [Type]",1,41.13
"Sutton","Agricultural Loss [Type]",2,33.48
"Sutton","Deforestation [Type]",1,75.6
"Sutton","Deforestation [Type]",2,145.89
"Terrasse-Vaudreuil","Agricultural Expansion [Type]",1,0
"Terrasse-Vaudreuil","Agricultural Expansion [Type]",2,0
"Terrasse-Vaudreuil","Agricultural Loss [Type]",1,0
"Terrasse-Vaudreuil","Agricultural Loss [Type]",2,0
"Terrasse-Vaudreuil","Deforestation [Type]",1,0.99
"Terrasse-Vaudreuil","Deforestation [Type]",2,3.42
"Très-Saint-Rédempteur","Agricultural Expansion [Type]",1,19.44
"Très-Saint-Rédempteur","Agricultural Expansion [Type]",2,0.9
"Très-Saint-Rédempteur","Agricultural Loss [Type]",1,7.47
"Très-Saint-Rédempteur","Agricultural Loss [Type]",2,3.6
"Très-Saint-Rédempteur","Deforestation [Type]",1,10.62
"Très-Saint-Rédempteur","Deforestation [Type]",2,31.14
"Très-Saint-Sacrement","Agricultural Expansion [Type]",1,97.02
"Très-Saint-Sacrement","Agricultural Expansion [Type]",2,2.88
"Très-Saint-Sacrement","Agricultural Loss [Type]",1,1.17
"Très-Saint-Sacrement","Agricultural Loss [Type]",2,6.48
"Très-Saint-Sacrement","Deforestation [Type]",1,1.17
"Très-Saint-Sacrement","Deforestation [Type]",2,0.09
"Upton","Agricultural Expansion [Type]",1,105.39
"Upton","Agricultural Expansion [Type]",2,1.17
"Upton","Agricultural Loss [Type]",1,5.49
"Upton","Agricultural Loss [Type]",2,23.94
"Upton","Deforestation [Type]",1,4.23
"Upton","Deforestation [Type]",2,13.68
"Varennes","Agricultural Expansion [Type]",1,18.18
"Varennes","Agricultural Expansion [Type]",2,0.81
"Varennes","Agricultural Loss [Type]",1,98.46
"Varennes","Agricultural Loss [Type]",2,106.92
"Varennes","Deforestation [Type]",1,15.66
"Varennes","Deforestation [Type]",2,2.07
"Vaudreuil-Dorion","Agricultural Expansion [Type]",1,24.3
"Vaudreuil-Dorion","Agricultural Expansion [Type]",2,1.35
"Vaudreuil-Dorion","Agricultural Loss [Type]",1,141.21
"Vaudreuil-Dorion","Agricultural Loss [Type]",2,450.9
"Vaudreuil-Dorion","Deforestation [Type]",1,46.53
"Vaudreuil-Dorion","Deforestation [Type]",2,94.14
"Vaudreuil-sur-le-Lac","Agricultural Expansion [Type]",1,0
"Vaudreuil-sur-le-Lac","Agricultural Expansion [Type]",2,0
"Vaudreuil-sur-le-Lac","Agricultural Loss [Type]",1,0.09
"Vaudreuil-sur-le-Lac","Agricultural Loss [Type]",2,13.41
"Vaudreuil-sur-le-Lac","Deforestation [Type]",1,1.89
"Vaudreuil-sur-le-Lac","Deforestation [Type]",2,14.4
"Venise-en-Québec","Agricultural Expansion [Type]",1,2.34
"Venise-en-Québec","Agricultural Expansion [Type]",2,0
"Venise-en-Québec","Agricultural Loss [Type]",1,6.48
"Venise-en-Québec","Agricultural Loss [Type]",2,21.51
"Venise-en-Québec","Deforestation [Type]",1,7.65
"Venise-en-Québec","Deforestation [Type]",2,20.25
"Verchères","Agricultural Expansion [Type]",1,10.89
"Verchères","Agricultural Expansion [Type]",2,0
"Verchères","Agricultural Loss [Type]",1,20.16
"Verchères","Agricultural Loss [Type]",2,40.59
"Verchères","Deforestation [Type]",1,22.59
"Verchères","Deforestation [Type]",2,1.26
"Warden","Agricultural Expansion [Type]",1,38.88
"Warden","Agricultural Expansion [Type]",2,0.36
"Warden","Agricultural Loss [Type]",1,1.71
"Warden","Agricultural Loss [Type]",2,0
"Warden","Deforestation [Type]",1,5.4
"Warden","Deforestation [Type]",2,2.16
"Waterloo","Agricultural Expansion [Type]",1,26.19
"Waterloo","Agricultural Expansion [Type]",2,0.99
"Waterloo","Agricultural Loss [Type]",1,2.61
"Waterloo","Agricultural Loss [Type]",2,7.2
"Waterloo","Deforestation [Type]",1,18.72
"Waterloo","Deforestation [Type]",2,17.91
"Yamaska","Agricultural Expansion [Type]",1,99.18
"Yamaska","Agricultural Expansion [Type]",2,3.96
"Yamaska","Agricultural Loss [Type]",1,5.58
"Yamaska","Agricultural Loss [Type]",2,27.9
"Yamaska","Deforestation [Type]",1,3.96
"Yamaska","Deforestation [Type]",2,0.72
"Abercorn","Agricultural Expansion [Type]",3,7.11
"Abercorn","Agricultural Loss [Type]",3,11.97
"Abercorn","Deforestation [Type]",3,10.485
"Acton Vale","Agricultural Expansion [Type]",3,50.58
"Acton Vale","Agricultural Loss [Type]",3,50.85
"Acton Vale","Deforestation [Type]",3,70.335
"Akwesasne","Agricultural Expansion [Type]",3,0.135
"Akwesasne","Agricultural Loss [Type]",3,5.49
"Akwesasne","Deforestation [Type]",3,4.455
"Ange-Gardien","Agricultural Expansion [Type]",3,104.625
"Ange-Gardien","Agricultural Loss [Type]",3,20.385
"Ange-Gardien","Deforestation [Type]",3,5.085
"Beauharnois","Agricultural Expansion [Type]",3,45.945
"Beauharnois","Agricultural Loss [Type]",3,47.115
"Beauharnois","Deforestation [Type]",3,35.55
"Bedford","Agricultural Expansion [Type]",3,5.085
"Bedford","Agricultural Loss [Type]",3,17.685
"Bedford","Deforestation [Type]",3,8.685
"Beloeil","Agricultural Expansion [Type]",3,2.43
"Beloeil","Agricultural Loss [Type]",3,75.6
"Beloeil","Deforestation [Type]",3,1.89
"Béthanie","Agricultural Expansion [Type]",3,123.615
"Béthanie","Agricultural Loss [Type]",3,4.77
"Béthanie","Deforestation [Type]",3,6.93
"Bolton-Ouest","Agricultural Expansion [Type]",3,62.145
"Bolton-Ouest","Agricultural Loss [Type]",3,16.515
"Bolton-Ouest","Deforestation [Type]",3,121.23
"Boucherville","Agricultural Expansion [Type]",3,31.635
"Boucherville","Agricultural Loss [Type]",3,214.875
"Boucherville","Deforestation [Type]",3,70.335
"Brigham","Agricultural Expansion [Type]",3,119.25
"Brigham","Agricultural Loss [Type]",3,45.315
"Brigham","Deforestation [Type]",3,53.685
"Brome","Agricultural Expansion [Type]",3,8.415
"Brome","Agricultural Loss [Type]",3,1.08
"Brome","Deforestation [Type]",3,3.96
"Bromont","Agricultural Expansion [Type]",3,124.38
"Bromont","Agricultural Loss [Type]",3,66.915
"Bromont","Deforestation [Type]",3,245.97
"Brossard","Agricultural Expansion [Type]",3,16.2
"Brossard","Agricultural Loss [Type]",3,193.77
"Brossard","Deforestation [Type]",3,36.495
"Calixa-Lavallée","Agricultural Expansion [Type]",3,3.51
"Calixa-Lavallée","Agricultural Loss [Type]",3,3.915
"Calixa-Lavallée","Deforestation [Type]",3,0.045
"Candiac","Agricultural Expansion [Type]",3,7.065
"Candiac","Agricultural Loss [Type]",3,70.875
"Candiac","Deforestation [Type]",3,72.45
"Carignan","Agricultural Expansion [Type]",3,36.585
"Carignan","Agricultural Loss [Type]",3,61.335
"Carignan","Deforestation [Type]",3,60.57
"Chambly","Agricultural Expansion [Type]",3,13.275
"Chambly","Agricultural Loss [Type]",3,89.1
"Chambly","Deforestation [Type]",3,40.14
"Châteauguay","Agricultural Expansion [Type]",3,4.095
"Châteauguay","Agricultural Loss [Type]",3,65.295
"Châteauguay","Deforestation [Type]",3,46.53
"Contrecoeur","Agricultural Expansion [Type]",3,22.23
"Contrecoeur","Agricultural Loss [Type]",3,31.365
"Contrecoeur","Deforestation [Type]",3,57.555
"Coteau-du-Lac","Agricultural Expansion [Type]",3,13.95
"Coteau-du-Lac","Agricultural Loss [Type]",3,64.935
"Coteau-du-Lac","Deforestation [Type]",3,33.75
"Cowansville","Agricultural Expansion [Type]",3,25.38
"Cowansville","Agricultural Loss [Type]",3,30.87
"Cowansville","Deforestation [Type]",3,73.395
"Delson","Agricultural Expansion [Type]",3,0.27
"Delson","Agricultural Loss [Type]",3,37.17
"Delson","Deforestation [Type]",3,22.095
"Dundee","Agricultural Expansion [Type]",3,137.88
"Dundee","Agricultural Loss [Type]",3,9.765
"Dundee","Deforestation [Type]",3,0.81
"Dunham","Agricultural Expansion [Type]",3,76.725
"Dunham","Agricultural Loss [Type]",3,57.24
"Dunham","Deforestation [Type]",3,85.185
"East Farnham","Agricultural Expansion [Type]",3,6.255
"East Farnham","Agricultural Loss [Type]",3,1.44
"East Farnham","Deforestation [Type]",3,5.895
"Elgin","Agricultural Expansion [Type]",3,61.515
"Elgin","Agricultural Loss [Type]",3,4.14
"Elgin","Deforestation [Type]",3,0.63
"Farnham","Agricultural Expansion [Type]",3,68.58
"Farnham","Agricultural Loss [Type]",3,47.97
"Farnham","Deforestation [Type]",3,58.545
"Franklin","Agricultural Expansion [Type]",3,109.395
"Franklin","Agricultural Loss [Type]",3,4.23
"Franklin","Deforestation [Type]",3,3.15
"Frelighsburg","Agricultural Expansion [Type]",3,23.355
"Frelighsburg","Agricultural Loss [Type]",3,20.88
"Frelighsburg","Deforestation [Type]",3,31.005
"Godmanchester","Agricultural Expansion [Type]",3,168.75
"Godmanchester","Agricultural Loss [Type]",3,12.51
"Godmanchester","Deforestation [Type]",3,3.24
"Granby","Agricultural Expansion [Type]",3,101.295
"Granby","Agricultural Loss [Type]",3,140.04
"Granby","Deforestation [Type]",3,245.7
"Havelock","Agricultural Expansion [Type]",3,47.655
"Havelock","Agricultural Loss [Type]",3,5.04
"Havelock","Deforestation [Type]",3,12.465
"Hemmingford","Agricultural Expansion [Type]",3,86.67
"Hemmingford","Agricultural Loss [Type]",3,9.945
"Hemmingford","Deforestation [Type]",3,12.825
"Henryville","Agricultural Expansion [Type]",3,4.905
"Henryville","Agricultural Loss [Type]",3,12.42
"Henryville","Deforestation [Type]",3,0.855
"Hinchinbrooke","Agricultural Expansion [Type]",3,154.755
"Hinchinbrooke","Agricultural Loss [Type]",3,25.2
"Hinchinbrooke","Deforestation [Type]",3,38.295
"Howick","Agricultural Expansion [Type]",3,0.09
"Howick","Agricultural Loss [Type]",3,3.375
"Howick","Deforestation [Type]",3,0.045
"Hudson","Agricultural Expansion [Type]",3,7.38
"Hudson","Agricultural Loss [Type]",3,15.66
"Hudson","Deforestation [Type]",3,95.265
"Huntingdon","Agricultural Expansion [Type]",3,0.225
"Huntingdon","Agricultural Loss [Type]",3,11.25
"Huntingdon","Deforestation [Type]",3,0.675
"Kahnawake","Agricultural Expansion [Type]",3,17.37
"Kahnawake","Agricultural Loss [Type]",3,23.175
"Kahnawake","Deforestation [Type]",3,64.845
"L'Île-Cadieux","Agricultural Expansion [Type]",3,0
"L'Île-Cadieux","Agricultural Loss [Type]",3,0
"L'Île-Cadieux","Deforestation [Type]",3,0
"L'Île-Perrot","Agricultural Expansion [Type]",3,0
"L'Île-Perrot","Agricultural Loss [Type]",3,0.72
"L'Île-Perrot","Deforestation [Type]",3,31.545
"La Prairie","Agricultural Expansion [Type]",3,27.405
"La Prairie","Agricultural Loss [Type]",3,40.545
"La Prairie","Deforestation [Type]",3,37.935
"La Présentation","Agricultural Expansion [Type]",3,40.32
"La Présentation","Agricultural Loss [Type]",3,6.795
"La Présentation","Deforestation [Type]",3,5.175
"Lac-Brome","Agricultural Expansion [Type]",3,163.845
"Lac-Brome","Agricultural Loss [Type]",3,50.805
"Lac-Brome","Deforestation [Type]",3,213.525
"Lacolle","Agricultural Expansion [Type]",3,13.05
"Lacolle","Agricultural Loss [Type]",3,16.245
"Lacolle","Deforestation [Type]",3,1.305
"Léry","Agricultural Expansion [Type]",3,4.5
"Léry","Agricultural Loss [Type]",3,5.31
"Léry","Deforestation [Type]",3,7.11
"Les Cèdres","Agricultural Expansion [Type]",3,19.305
"Les Cèdres","Agricultural Loss [Type]",3,106.83
"Les Cèdres","Deforestation [Type]",3,25.155
"Les Coteaux","Agricultural Expansion [Type]",3,8.685
"Les Coteaux","Agricultural Loss [Type]",3,29.205
"Les Coteaux","Deforestation [Type]",3,22.455
"Longueuil","Agricultural Expansion [Type]",3,35.775
"Longueuil","Agricultural Loss [Type]",3,133.695
"Longueuil","Deforestation [Type]",3,145.305
"Marieville","Agricultural Expansion [Type]",3,40.86
"Marieville","Agricultural Loss [Type]",3,54.09
"Marieville","Deforestation [Type]",3,2.79
"Massueville","Agricultural Expansion [Type]",3,1.08
"Massueville","Agricultural Loss [Type]",3,3.825
"Massueville","Deforestation [Type]",3,0.81
"McMasterville","Agricultural Expansion [Type]",3,0.045
"McMasterville","Agricultural Loss [Type]",3,22.905
"McMasterville","Deforestation [Type]",3,1.98
"Mercier","Agricultural Expansion [Type]",3,22.725
"Mercier","Agricultural Loss [Type]",3,66.915
"Mercier","Deforestation [Type]",3,11.835
"Mont-Saint-Grégoire","Agricultural Expansion [Type]",3,44.37
"Mont-Saint-Grégoire","Agricultural Loss [Type]",3,28.53
"Mont-Saint-Grégoire","Deforestation [Type]",3,1.485
"Mont-Saint-Hilaire","Agricultural Expansion [Type]",3,14.85
"Mont-Saint-Hilaire","Agricultural Loss [Type]",3,100.26
"Mont-Saint-Hilaire","Deforestation [Type]",3,81.09
"Napierville","Agricultural Expansion [Type]",3,0.09
"Napierville","Agricultural Loss [Type]",3,16.83
"Napierville","Deforestation [Type]",3,3.96
"Notre-Dame-de-l'Île-Perrot","Agricultural Expansion [Type]",3,2.205
"Notre-Dame-de-l'Île-Perrot","Agricultural Loss [Type]",3,31.68
"Notre-Dame-de-l'Île-Perrot","Deforestation [Type]",3,58.545
"Notre-Dame-de-Stanbridge","Agricultural Expansion [Type]",3,2.205
"Notre-Dame-de-Stanbridge","Agricultural Loss [Type]",3,7.02
"Notre-Dame-de-Stanbridge","Deforestation [Type]",3,0.405
"Noyan","Agricultural Expansion [Type]",3,11.295
"Noyan","Agricultural Loss [Type]",3,38.25
"Noyan","Deforestation [Type]",3,10.98
"Ormstown","Agricultural Expansion [Type]",3,104.625
"Ormstown","Agricultural Loss [Type]",3,15.39
"Ormstown","Deforestation [Type]",3,6.345
"Otterburn Park","Agricultural Expansion [Type]",3,1.485
"Otterburn Park","Agricultural Loss [Type]",3,7.965
"Otterburn Park","Deforestation [Type]",3,26.73
"Pike River","Agricultural Expansion [Type]",3,1.395
"Pike River","Agricultural Loss [Type]",3,6.615
"Pike River","Deforestation [Type]",3,2.07
"Pincourt","Agricultural Expansion [Type]",3,0
"Pincourt","Agricultural Loss [Type]",3,2.655
"Pincourt","Deforestation [Type]",3,62.145
"Pointe-des-Cascades","Agricultural Expansion [Type]",3,0.81
"Pointe-des-Cascades","Agricultural Loss [Type]",3,3.51
"Pointe-des-Cascades","Deforestation [Type]",3,7.065
"Pointe-Fortune","Agricultural Expansion [Type]",3,7.605
"Pointe-Fortune","Agricultural Loss [Type]",3,4.815
"Pointe-Fortune","Deforestation [Type]",3,9.945
"Richelieu","Agricultural Expansion [Type]",3,19.8
"Richelieu","Agricultural Loss [Type]",3,17.73
"Richelieu","Deforestation [Type]",3,2.79
"Rigaud","Agricultural Expansion [Type]",3,18.405
"Rigaud","Agricultural Loss [Type]",3,72.945
"Rigaud","Deforestation [Type]",3,108
"Rivière-Beaudette","Agricultural Expansion [Type]",3,8.37
"Rivière-Beaudette","Agricultural Loss [Type]",3,31.05
"Rivière-Beaudette","Deforestation [Type]",3,29.61
"Rougemont","Agricultural Expansion [Type]",3,27.495
"Rougemont","Agricultural Loss [Type]",3,8.955
"Rougemont","Deforestation [Type]",3,5.625
"Roxton","Agricultural Expansion [Type]",3,89.28
"Roxton","Agricultural Loss [Type]",3,14.76
"Roxton","Deforestation [Type]",3,11.205
"Roxton Falls","Agricultural Expansion [Type]",3,1.62
"Roxton Falls","Agricultural Loss [Type]",3,7.695
"Roxton Falls","Deforestation [Type]",3,9
"Roxton Pond","Agricultural Expansion [Type]",3,102.015
"Roxton Pond","Agricultural Loss [Type]",3,8.46
"Roxton Pond","Deforestation [Type]",3,36.315
"Saint-Aimé","Agricultural Expansion [Type]",3,38.835
"Saint-Aimé","Agricultural Loss [Type]",3,8.055
"Saint-Aimé","Deforestation [Type]",3,0.585
"Saint-Alexandre","Agricultural Expansion [Type]",3,24.3
"Saint-Alexandre","Agricultural Loss [Type]",3,7.56
"Saint-Alexandre","Deforestation [Type]",3,4.545
"Saint-Alphonse-de-Granby","Agricultural Expansion [Type]",3,47.205
"Saint-Alphonse-de-Granby","Agricultural Loss [Type]",3,14.445
"Saint-Alphonse-de-Granby","Deforestation [Type]",3,102.375
"Saint-Amable","Agricultural Expansion [Type]",3,22.545
"Saint-Amable","Agricultural Loss [Type]",3,62.73
"Saint-Amable","Deforestation [Type]",3,20.25
"Saint-Anicet","Agricultural Expansion [Type]",3,81.675
"Saint-Anicet","Agricultural Loss [Type]",3,53.775
"Saint-Anicet","Deforestation [Type]",3,36.45
"Saint-Antoine-sur-Richelieu","Agricultural Expansion [Type]",3,28.845
"Saint-Antoine-sur-Richelieu","Agricultural Loss [Type]",3,10.215
"Saint-Antoine-sur-Richelieu","Deforestation [Type]",3,0.54
"Saint-Armand","Agricultural Expansion [Type]",3,33.885
"Saint-Armand","Agricultural Loss [Type]",3,15.975
"Saint-Armand","Deforestation [Type]",3,24.57
"Saint-Barnabé-Sud","Agricultural Expansion [Type]",3,19.8
"Saint-Barnabé-Sud","Agricultural Loss [Type]",3,1.305
"Saint-Barnabé-Sud","Deforestation [Type]",3,0.135
"Saint-Basile-le-Grand","Agricultural Expansion [Type]",3,11.79
"Saint-Basile-le-Grand","Agricultural Loss [Type]",3,88.695
"Saint-Basile-le-Grand","Deforestation [Type]",3,7.38
"Saint-Bernard-de-Lacolle","Agricultural Expansion [Type]",3,15.21
"Saint-Bernard-de-Lacolle","Agricultural Loss [Type]",3,30.51
"Saint-Bernard-de-Lacolle","Deforestation [Type]",3,12.285
"Saint-Bernard-de-Michaudville","Agricultural Expansion [Type]",3,36.18
"Saint-Bernard-de-Michaudville","Agricultural Loss [Type]",3,2.79
"Saint-Bernard-de-Michaudville","Deforestation [Type]",3,0.09
"Saint-Blaise-sur-Richelieu","Agricultural Expansion [Type]",3,1.08
"Saint-Blaise-sur-Richelieu","Agricultural Loss [Type]",3,30.465
"Saint-Blaise-sur-Richelieu","Deforestation [Type]",3,5.76
"Saint-Bruno-de-Montarville","Agricultural Expansion [Type]",3,23.04
"Saint-Bruno-de-Montarville","Agricultural Loss [Type]",3,117.405
"Saint-Bruno-de-Montarville","Deforestation [Type]",3,78.705
"Saint-Césaire","Agricultural Expansion [Type]",3,48.645
"Saint-Césaire","Agricultural Loss [Type]",3,27
"Saint-Césaire","Deforestation [Type]",3,2.7
"Saint-Charles-sur-Richelieu","Agricultural Expansion [Type]",3,33.255
"Saint-Charles-sur-Richelieu","Agricultural Loss [Type]",3,4.365
"Saint-Charles-sur-Richelieu","Deforestation [Type]",3,0.765
"Saint-Chrysostome","Agricultural Expansion [Type]",3,128.7
"Saint-Chrysostome","Agricultural Loss [Type]",3,13.05
"Saint-Chrysostome","Deforestation [Type]",3,10.035
"Saint-Clet","Agricultural Expansion [Type]",3,7.875
"Saint-Clet","Agricultural Loss [Type]",3,19.17
"Saint-Clet","Deforestation [Type]",3,0.36
"Saint-Constant","Agricultural Expansion [Type]",3,17.055
"Saint-Constant","Agricultural Loss [Type]",3,54.36
"Saint-Constant","Deforestation [Type]",3,13.635
"Saint-Cyprien-de-Napierville","Agricultural Expansion [Type]",3,5.31
"Saint-Cyprien-de-Napierville","Agricultural Loss [Type]",3,20.295
"Saint-Cyprien-de-Napierville","Deforestation [Type]",3,1.8
"Saint-Damase","Agricultural Expansion [Type]",3,29.07
"Saint-Damase","Agricultural Loss [Type]",3,5.175
"Saint-Damase","Deforestation [Type]",3,0.18
"Saint-David","Agricultural Expansion [Type]",3,51.255
"Saint-David","Agricultural Loss [Type]",3,3.105
"Saint-David","Deforestation [Type]",3,2.25
"Saint-Denis-sur-Richelieu","Agricultural Expansion [Type]",3,31.095
"Saint-Denis-sur-Richelieu","Agricultural Loss [Type]",3,10.71
"Saint-Denis-sur-Richelieu","Deforestation [Type]",3,0.315
"Saint-Dominique","Agricultural Expansion [Type]",3,74.205
"Saint-Dominique","Agricultural Loss [Type]",3,16.56
"Saint-Dominique","Deforestation [Type]",3,1.98
"Saint-Édouard","Agricultural Expansion [Type]",3,56.115
"Saint-Édouard","Agricultural Loss [Type]",3,13.005
"Saint-Édouard","Deforestation [Type]",3,0.54
"Saint-Étienne-de-Beauharnois","Agricultural Expansion [Type]",3,22.545
"Saint-Étienne-de-Beauharnois","Agricultural Loss [Type]",3,7.92
"Saint-Étienne-de-Beauharnois","Deforestation [Type]",3,3.375
"Saint-Georges-de-Clarenceville","Agricultural Expansion [Type]",3,8.235
"Saint-Georges-de-Clarenceville","Agricultural Loss [Type]",3,37.215
"Saint-Georges-de-Clarenceville","Deforestation [Type]",3,20.7
"Saint-Gérard-Majella","Agricultural Expansion [Type]",3,17.91
"Saint-Gérard-Majella","Agricultural Loss [Type]",3,5.94
"Saint-Gérard-Majella","Deforestation [Type]",3,0.045
"Saint-Hugues","Agricultural Expansion [Type]",3,31.185
"Saint-Hugues","Agricultural Loss [Type]",3,17.955
"Saint-Hugues","Deforestation [Type]",3,3.33
"Saint-Hyacinthe","Agricultural Expansion [Type]",3,73.26
"Saint-Hyacinthe","Agricultural Loss [Type]",3,197.865
"Saint-Hyacinthe","Deforestation [Type]",3,24.66
"Saint-Ignace-de-Stanbridge","Agricultural Expansion [Type]",3,50.805
"Saint-Ignace-de-Stanbridge","Agricultural Loss [Type]",3,9.63
"Saint-Ignace-de-Stanbridge","Deforestation [Type]",3,7.11
"Saint-Isidore","Agricultural Expansion [Type]",3,21.555
"Saint-Isidore","Agricultural Loss [Type]",3,16.065
"Saint-Isidore","Deforestation [Type]",3,0.27
"Saint-Jacques-le-Mineur","Agricultural Expansion [Type]",3,9.045
"Saint-Jacques-le-Mineur","Agricultural Loss [Type]",3,19.53
"Saint-Jacques-le-Mineur","Deforestation [Type]",3,0.9
"Saint-Jean-Baptiste","Agricultural Expansion [Type]",3,29.385
"Saint-Jean-Baptiste","Agricultural Loss [Type]",3,18.135
"Saint-Jean-Baptiste","Deforestation [Type]",3,3.555
"Saint-Jean-sur-Richelieu","Agricultural Expansion [Type]",3,101.745
"Saint-Jean-sur-Richelieu","Agricultural Loss [Type]",3,338.355
"Saint-Jean-sur-Richelieu","Deforestation [Type]",3,91.71
"Saint-Joachim-de-Shefford","Agricultural Expansion [Type]",3,189.585
"Saint-Joachim-de-Shefford","Agricultural Loss [Type]",3,6.885
"Saint-Joachim-de-Shefford","Deforestation [Type]",3,22.995
"Saint-Joseph-de-Sorel","Agricultural Expansion [Type]",3,0
"Saint-Joseph-de-Sorel","Agricultural Loss [Type]",3,0
"Saint-Joseph-de-Sorel","Deforestation [Type]",3,0.135
"Saint-Jude","Agricultural Expansion [Type]",3,44.01
"Saint-Jude","Agricultural Loss [Type]",3,2.61
"Saint-Jude","Deforestation [Type]",3,2.475
"Saint-Lambert","Agricultural Expansion [Type]",3,0
"Saint-Lambert","Agricultural Loss [Type]",3,0
"Saint-Lambert","Deforestation [Type]",3,0.045
"Saint-Lazare","Agricultural Expansion [Type]",3,5.805
"Saint-Lazare","Agricultural Loss [Type]",3,77.175
"Saint-Lazare","Deforestation [Type]",3,267.165
"Saint-Liboire","Agricultural Expansion [Type]",3,46.62
"Saint-Liboire","Agricultural Loss [Type]",3,21.105
"Saint-Liboire","Deforestation [Type]",3,9.99
"Saint-Louis","Agricultural Expansion [Type]",3,33.39
"Saint-Louis","Agricultural Loss [Type]",3,9.81
"Saint-Louis","Deforestation [Type]",3,2.07
"Saint-Louis-de-Gonzague","Agricultural Expansion [Type]",3,35.37
"Saint-Louis-de-Gonzague","Agricultural Loss [Type]",3,22.5
"Saint-Louis-de-Gonzague","Deforestation [Type]",3,14.85
"Saint-Marc-sur-Richelieu","Agricultural Expansion [Type]",3,19.215
"Saint-Marc-sur-Richelieu","Agricultural Loss [Type]",3,11.07
"Saint-Marc-sur-Richelieu","Deforestation [Type]",3,1.845
"Saint-Marcel-de-Richelieu","Agricultural Expansion [Type]",3,26.37
"Saint-Marcel-de-Richelieu","Agricultural Loss [Type]",3,6.435
"Saint-Marcel-de-Richelieu","Deforestation [Type]",3,1.845
"Saint-Mathias-sur-Richelieu","Agricultural Expansion [Type]",3,42.255
"Saint-Mathias-sur-Richelieu","Agricultural Loss [Type]",3,20.43
"Saint-Mathias-sur-Richelieu","Deforestation [Type]",3,3.195
"Saint-Mathieu","Agricultural Expansion [Type]",3,6.3
"Saint-Mathieu","Agricultural Loss [Type]",3,17.775
"Saint-Mathieu","Deforestation [Type]",3,1.845
"Saint-Mathieu-de-Beloeil","Agricultural Expansion [Type]",3,5.94
"Saint-Mathieu-de-Beloeil","Agricultural Loss [Type]",3,52.74
"Saint-Mathieu-de-Beloeil","Deforestation [Type]",3,6.3
"Saint-Michel","Agricultural Expansion [Type]",3,43.605
"Saint-Michel","Agricultural Loss [Type]",3,11.205
"Saint-Michel","Deforestation [Type]",3,7.65
"Saint-Nazaire-d'Acton","Agricultural Expansion [Type]",3,31.095
"Saint-Nazaire-d'Acton","Agricultural Loss [Type]",3,8.235
"Saint-Nazaire-d'Acton","Deforestation [Type]",3,0.495
"Saint-Ours","Agricultural Expansion [Type]",3,28.935
"Saint-Ours","Agricultural Loss [Type]",3,15.93
"Saint-Ours","Deforestation [Type]",3,2.025
"Saint-Patrice-de-Sherrington","Agricultural Expansion [Type]",3,87.255
"Saint-Patrice-de-Sherrington","Agricultural Loss [Type]",3,12.33
"Saint-Patrice-de-Sherrington","Deforestation [Type]",3,0.81
"Saint-Paul-d'Abbotsford","Agricultural Expansion [Type]",3,81.9
"Saint-Paul-d'Abbotsford","Agricultural Loss [Type]",3,12.24
